Référence;EAN 13;EAN 14 SPCB;EAN 14 PCB;Désignation;PCB;SPCB;Longueur PCB (cm);Largeur PCB (cm);Hauteur PCB (cm);Poids PCB (kg);Poids UVC;Volume (m3)
31930026;3118220049604;13118220049601;23118220049608;M24 DROP  LIGHT WOOD EN BOITE TB COLLECTION;3.0;3.0;25.5;16.5;30.0;3.14;1.0466666666666666;0.012622500000000002
31930027;3118220049611;13118220049618;23118220049615;M24 DROP DARK WOOD EN BOITE TB COLLECTION;3.0;3.0;26.0;16.0;30.0;3.13;1.0433333333333332;0.01248
32000001;3118220051324;13118220051321;23118220051328;M24 PASSION NOIR 6C BOITE LAGUIOLE HERITAGE;6.0;6.0;30.0;26.0;30.5;6.6;1.0999999999999999;0.02379
32000002;3118220051331;13118220051338;23118220051335;M24 PASSION BLANC BOITE LAGUIOLE HERITAGE;6.0;6.0;30.0;26.0;30.5;6.6;1.0999999999999999;0.02379
32000003;3118220051348;13118220051345;23118220051342;M24 PASSION GRIS 7C BOITE LAGUIOLE HERITAGE;6.0;6.0;30.0;26.0;30.5;6.6;1.0999999999999999;0.02379
32000004;3118220051355;13118220051352;23118220051359;M24 PASSION BLEU 432C BOITE LAGUIOLE HERITAGE;6.0;6.0;30.0;26.0;30.5;6.6;1.0999999999999999;0.02379
32000005;3118220051362;13118220051369;23118220051366;M24 PASSION ROUGE 187C BOITE LAGUIOLE HERITAGE;6.0;6.0;30.0;26.0;30.5;6.6;1.0999999999999999;0.02379
32000006;3118220051379;13118220051376;23118220051373;M24 PASSION VERT 5635C BOITE LAGUIOLE HERITAGE;6.0;6.0;30.0;26.0;30.5;6.6;1.0999999999999999;0.02379
32000007;3118220051386;13118220051383;23118220051380;M24 PASSION IMIT BOIS CLAIR BOITE LAGUIOLE HERITAGE;6.0;6.0;30.0;26.0;30.5;6.6;1.0999999999999999;0.02379
32000008;3118220051393;13118220051390;23118220051397;M24 PASSION IMIT BOIS GRIS BOITE LAGUIOLE HERITAGE;6.0;6.0;30.0;26.0;30.5;6.6;1.0999999999999999;0.02379
32000009;3118220051409;13118220051406;23118220051403;M24 PASSION IMIT BOIS FONCE BOITE LAGUIOLE HERITAGE;6.0;6.0;30.0;26.0;30.5;6.6;1.0999999999999999;0.02379
32000010;3118220051416;13118220051413;23118220051410;COUTEAU LAGUIOLE PASSION ABS GRIS 7C + GENCOD;240.0;6.0;34.0;27.0;32.0;0.0;0.0;0.029376000000000006
32000011;3118220051423;13118220051420;23118220051427;FOURCHETTE LAGUIOLE PASSION ABS GRIS 7C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000012;3118220051430;13118220051437;23118220051434;CUILLERE LAGUIOLE PASSION ABS GRIS 7C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000013;3118220051447;13118220051444;23118220051441;CAFE LAGUIOLE PASSION ABS GRIS 7C + GENCOD;240.0;6.0;38.0;20.0;27.0;0.0;0.0;0.02052
32000014;3118220051454;13118220051451;23118220051458;COUTEAU LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;240.0;6.0;34.0;27.0;32.0;0.0;0.0;0.029376000000000006
32000015;3118220051461;13118220051468;23118220051465;FOURCHETTE LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000016;3118220051478;13118220051475;23118220051472;CUILLERE LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000017;3118220051485;13118220051482;23118220051489;CAFE LAGUIOLE PASSION ABS ROUGE 187C + GENCOD;240.0;6.0;38.0;20.0;27.0;0.0;0.0;0.02052
32000018;3118220051492;13118220051499;23118220051496;COUTEAU LAGUIOLE PASSION ABS VERT 5635C + GENCOD;240.0;6.0;34.0;27.0;32.0;0.0;0.0;0.029376000000000006
32000019;3118220051508;13118220051505;23118220051502;FOURCHETTE LAGUIOLE PASSION ABS VERT 5635C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000020;3118220051515;13118220051512;23118220051519;CUILLERE LAGUIOLE PASSION ABS VERT 5635C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000021;3118220051522;13118220051529;23118220051526;CAFE LAGUIOLE PASSION ABS VERT 5635C + GENCOD;240.0;6.0;38.0;20.0;27.0;0.0;0.0;0.02052
32000022;3118220052420;13118220052427;23118220052424;COUTEAU LAGUIOLE PASSION ABS NOIR 6C + GENCOD;240.0;6.0;34.0;27.0;32.0;0.0;0.0;0.029376000000000006
32000023;3118220052437;13118220052434;23118220052431;FOURCHETTE LAGUIOLE PASSION ABS NOIR 6C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000024;3118220052444;13118220052441;23118220052448;CUILLERE LAGUIOLE PASSION ABS NOIR 6C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000025;3118220052451;13118220052458;23118220052455;CAFE LAGUIOLE PASSION ABS NOIR 6C + GENCOD;240.0;6.0;38.0;20.0;27.0;0.0;0.0;0.02052
32000026;3118220052468;13118220052465;23118220052462;COUTEAU LAGUIOLE PASSION ABS BLANC + GENCOD;240.0;6.0;34.0;27.0;32.0;0.0;0.0;0.029376000000000006
32000027;3118220052475;13118220052472;23118220052479;FOURCHETTE LAGUIOLE PASSION ABS BLANC + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000028;3118220052482;13118220052489;23118220052486;CUILLERE LAGUIOLE PASSION ABS BLANC + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000029;3118220052499;13118220052496;23118220052493;CAFE LAGUIOLE PASSION ABS BLANC + GENCOD;240.0;6.0;38.0;20.0;27.0;0.0;0.0;0.02052
32000030;3118220052505;13118220052502;23118220052509;COUTEAU LAGUIOLE PASSION ABS BLEU 432C + GENCOD;240.0;6.0;34.0;27.0;32.0;0.0;0.0;0.029376000000000006
32000031;3118220052512;13118220052519;23118220052516;FOURCHETTE LAGUIOLE PASSION ABS BLEU 432C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000032;3118220052529;13118220052526;23118220052523;CUILLERE LAGUIOLE PASSION ABS BLEU 432C + GENCOD;240.0;6.0;38.0;24.5;32.0;0.0;0.0;0.029792
32000033;3118220052536;13118220052533;23118220052530;CAFE LAGUIOLE PASSION ABS BLEU 432C + GENCOD;240.0;6.0;38.0;20.0;27.0;0.0;0.0;0.02052
32020001;3451551089612;13451551089619;23451551089616;MENAGERE 16 PIECES SEVENTIES;6.0;6.0;30.5;26.0;30.5;3.64;0.6066666666666667;0.0241865
32020002;3118220053540;13118220053547;23118220053544;M24 CHROMATICA ROSE PALE BOITE TB HC;6.0;6.0;30.0;26.0;30.5;;0.0;0.02379
32020003;3118220053557;13118220053554;23118220053551;M24 CHROMATICA ROUGE ORANGE BOITE TB HC;6.0;6.0;30.0;26.0;30.5;;0.0;0.02379
32020004;3118220053571;13118220053578;23118220053575;M24 CHROMATICA JAUNE GENET BOITE TB HC;6.0;6.0;30.0;26.0;30.5;;0.0;0.02379
32020005;3118220053595;13118220053592;23118220053599;M24 CHROMATICA VERT BLANC BOITE TB HC;6.0;6.0;30.0;26.0;30.5;;0.0;0.02379
32020006;3118220053601;13118220053608;23118220053605;M24 CHROMATICA BLEU COBALT BOITE TB HC;6.0;6.0;30.0;26.0;30.5;;0.0;0.02379
32020007;3118220053618;13118220053615;23118220053612;M24 CHROMATICA COOL GRAY BOITE TB HC;6.0;6.0;30.0;26.0;30.5;;0.0;0.02379
32030001;3616957761573; /;03616954320285;M24 COLOR BLEU PANTONE 7470C EN BOITE CARREFOUR HOME;3.0;3.0;36.5;28.0;19.0;2.92;0.9733333333333333;0.019417999999999998
32030002;3616957761580; /;03616954320292;M24 COLOR ROUGE PANTONE199C EN BOITE CARREFOUR HOME;3.0;3.0;36.5;28.0;19.0;2.92;0.9733333333333333;0.019417999999999998
32030003;3616957761597; /;03616954320308;M24 COLOR NOIR PANTONE 6C EN BOITE CARREFOUR HOME;3.0;3.0;23.5;15.5;28.5;2.92;0.9733333333333333;0.010381125
32030004;3118220048003;13118220048000;23118220048007;M24 DROP COLOR BLEU  EN BOITE TB COLLECTION;3.0;3.0;25.5;16.0;30.0;1.06;0.35333333333333333;0.012240000000000003
32030005;3118220048010;13118220048017;23118220048014;M24 DROP COLOR ROUGE EN BOITE TB COLLECTION;3.0;3.0;26.0;17.0;31.0;1.06;0.35333333333333333;0.013701999999999999
32030006;3118220048027;13118220048024;23118220048021;M24 DROP COLOR NOIR  EN BOITE TB COLLECTION;3.0;3.0;25.5;16.0;30.0;1.06;0.35333333333333333;0.012240000000000003
32070001;3616957761405;03616955895157;03616954320179;COUTEAU OPEN DECOR CARREAU DE CIMENT CARREFOUR HOME;240.0;6.0;28.5;25.0;42.0;11.5;0.04791666666666667;0.029924999999999997
32070002;3616957761399;03616955895140;03616954320162;FOURCHETTE OPEN DECOR CARREAU DE CIMENT  CARREFOUR HOME;240.0;6.0;33.0;24.5;37.5;9.64;0.04016666666666667;0.030318750000000002
32070003;3616957761429;03616955895171;03616954320193;CUILLERE OPEN DECOR CARREAU DE CIMENT CARREFOUR HOME;240.0;6.0;23.5;19.5;16.0;11.87;0.04945833333333333;0.007332
32070004;3616957761412;03616955895164;03616954320186;CAFE OPEN DECOR CARREAU DE CIMENT CARREFOUR HOME;240.0;6.0;27.0;20.5;37.5;8.18;0.034083333333333334;0.02075625
32070005;3616957761290;03616955895072;03616954320070;COUTEAU OPEN DECOR FUROSHIKI CARREFOUR HOME;240.0;6.0;27.0;25.0;41.5;11.59;0.04829166666666666;0.0280125
32070006;3616957761283;03616955895065;03616954320063;FOURCHETTE OPEN DECOR FUROSHIKI CARREFOUR HOME;240.0;6.0;32.0;25.0;38.0;8.78;0.03658333333333333;0.0304
32070007;3616957761313;03616955895096;03616954320094;CUILLERE OPEN DECOR FUROSHIKI CARREFOUR HOME;240.0;6.0;33.0;24.0;37.0;12.11;0.050458333333333334;0.029303999999999997
32070008;3616957761306;03616955895089;03616954320087;CAFE OPEN DECOR FUROSHIKI CARREFOUR HOME;240.0;6.0;19.5;16.0;15.0;7.75;0.03229166666666667;0.00468
31930011;3616957761528; /;03616954320230;M24 DARK WOOD EN BOITE CARREFOUR HOME;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
32070009;3616957761221;;;COUTEAU OPEN DECOR FLORAL CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070010;3616957761214;;;FOURCHETTE OPEN DECOR FLORAL CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070011;3616957761832;;;CUILLERE OPEN DECOR FLORAL CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070012;3616957761191;;;CAFE OPEN DECOR FLORAL CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070013;3616957761856;;;COUTEAU OPEN DECOR NATURE CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070014;3616957761849;;;FOURCHETTE OPEN DECOR NATURE CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070015;3616957761948;;;CUILLERE OPEN DECOR NATURE CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070017;3616957761962;03616955895607;03616954320674;COUTEAU OPEN DECOR POIS ROUGE 3517C CARREFOUR HOME;240.0;6.0;28.0;25.0;41.0;11.46;0.04775;0.0287
32070018;3616957761955;03616955895591;03616954320667;FOURCHETTE OPEN DECOR POIS ROUGE 3517C CARREFOUR HOME;240.0;6.0;32.0;25.0;37.0;9.57;0.039875;0.0296
32070019;3616957761979;03616955895614;03616954320681;CUILLERE OPEN DECOR POIS ROUGE 3517C CARREFOUR HOME;240.0;6.0;32.0;24.0;38.0;12.12;0.050499999999999996;0.029183999999999998
32070020;3616957761986;03616955895621;03616954320698;CAFE OPEN DECOR POIS ROUGE 3517C CARREFOUR HOME;240.0;6.0;27.0;20.5;37.0;8.2;0.034166666666666665;0.0204795
32070021;3616957761900;03616955895546;03616954320612;COUTEAU OPEN DECOR POIS NOIR 6C CARREFOUR HOME;240.0;6.0;32.5;25.0;38.0;11.96;0.049833333333333334;0.030875
32070022;3616957761993;03616955895638;03616954320704;FOURCHETTE OPEN DECOR POIS NOIR 6C CARREFOUR HOME;240.0;6.0;32.0;25.0;39.0;9.67;0.04029166666666666;0.031200000000000002
32070023;3616957761924;03616955895560;03616954320636;CUILLERE OPEN DECOR POIS NOIR 6C CARREFOUR HOME;240.0;6.0;32.0;24.5;38.0;12.11;0.050458333333333334;0.029792
32070024;3616957761917;03616955895553;03616954320629;CAFE OPEN DECOR POIS NOIR 6C CARREFOUR HOME;240.0;6.0;19.5;16.0;15.0;7.99;0.03329166666666667;0.00468
32070016;3616957761931;;;CAFE OPEN DECOR NATURE CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070025;3616957761870;;;COUTEAU OPEN DECOR GUINGUETTE BLEU CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070026;3616957761863;;;FOURCHETTE OPEN DECOR GUINGUETTE BLEU  CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070027;3616957761894;;;CUILLERE OPEN DECOR GUINGUETTE BLEU  CARREFOUR HOME;240.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
32070033;3118220048348;13118220048345;23118220048342;COUTEAU OPEN DECOR POIS ROUGE 3517C TB COLLECTION;240.0;6.0;28.0;25.0;38.0;11.5;0.04791666666666667;0.026600000000000002
32070034;3118220048355;13118220048352;23118220048359;FOURCHETTE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;240.0;6.0;33.0;24.0;37.0;9.57;0.039875;0.029303999999999997
32070035;3118220048362;13118220048369;23118220048366;CUILLERE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;240.0;6.0;33.0;24.5;37.5;12.17;0.050708333333333334;0.030318750000000002
32070036;3118220048379;13118220048376;23118220048373;CAFE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;240.0;6.0;28.0;20.0;30.0;8.12;0.03383333333333333;0.016800000000000002
32070037;3118220048386;13118220048383;23118220048380;COUTEAU OPEN DECOR POIS NOIR 6C TB COLLECTION;240.0;6.0;27.0;25.0;38.0;11.52;0.048;0.025650000000000003
32070038;3118220048393;13118220048390;23118220048397;FOURCHETTE OPEN DECOR POIS NOIR 6C TB COLLECTION;240.0;6.0;33.0;25.0;38.0;9.61;0.04004166666666666;0.03135
32070039;3118220048409;13118220048406;23118220048403;CUILLERE OPEN DECOR POIS NOIR 6C TB COLLECTION;240.0;6.0;33.0;24.0;38.0;12.13;0.05054166666666667;0.030095999999999998
32070040;3118220048416;13118220048413;23118220048410;CAFE OPEN DECOR POIS NOIR 6C TB COLLECTION;240.0;6.0;27.0;20.0;38.0;8.14;0.03391666666666667;0.02052
32070041;3118220048423;13118220048420;23118220048427;COUTEAU OPEN DECOR GUINGUETTE BLEU TB COLLECTION;240.0;6.0;27.0;24.0;38.0;11.51;0.04795833333333333;0.024624000000000007
32070042;3118220048430;13118220048437;23118220048434;FOURCHETTE OPEN DECOR GUINGUETTE BLEU  TB COLLECTION;240.0;6.0;33.0;24.0;38.0;9.59;0.03995833333333333;0.030095999999999998
32070043;3118220048447;13118220048444;23118220048441;CUILLERE OPEN DECOR GUINGUETTE BLEU  TB COLLECTION;240.0;6.0;32.0;24.0;37.0;12.1;0.050416666666666665;0.028415999999999997
32070044;3118220048454;13118220048451;23118220048458;CAFE OPEN DECOR GUINGUETTE BLEU  TB COLLECTION;240.0;6.0;27.5;20.0;37.5;8.15;0.03395833333333333;0.020625
32070045;3118220048461;13118220048468;23118220048465;COUTEAU OPEN DECOR GUINGUETTE ROUGE TB COLLECTION;240.0;6.0;28.0;25.0;38.0;11.52;0.048;0.026600000000000002
32070046;3118220048478;13118220048475;23118220048472;FOURCHETTE OPEN DECOR GUINGUETTE ROUGE  TB COLLECTION;240.0;6.0;33.0;25.0;38.0;9.61;0.04004166666666666;0.03135
32070047;3118220048485;13118220048482;23118220048489;CUILLERE OPEN DECOR GUINGUETTE ROUGE  TB COLLECTION;240.0;6.0;33.0;24.5;37.0;12.12;0.050499999999999996;0.029914500000000004
32070048;3118220048492;13118220048499;23118220048496;CAFE OPEN DECOR GUINGUETTE ROUGE  TB COLLECTION;240.0;6.0;27.5;20.0;38.0;8.16;0.034;0.0209
32070049;3118220054400;13118220054407;23118220054404;M24 OPEN DECOR POIS ROUGE 3517C POT PET TB COLLECTION;6.0;6.0;27.5;27.5;24.5;7.65;1.2750000000000001;0.018528125000000003
32070050;3118220054417;13118220054414;23118220054411;M24 OPEN DECOR POIS NOIR POT PET TB COLLECTION;6.0;6.0;27.5;27.5;24.5;7.65;1.2750000000000001;0.018528125000000003
32100001;3118220054967;13118220054964;23118220054961;M16 OPALE ROUGE EN BOITE TB COLLECTION;6.0;6.0;30.5;26.0;32.0;;0.0;0.025376
32100002;3118220054974;13118220054971;23118220054978;M16 OPALE NOIR EN BOITE TB COLLECTION;6.0;6.0;30.5;26.0;32.0;;0.0;0.025376
32100003;3118220054981;13118220054988;23118220054985;M16 OPALE BLEU EN BOITE TB COLLECTION;6.0;6.0;30.5;26.0;32.0;;0.0;0.025376
32100004;3118220054998;13118220054995;23118220054992;M16 OPALE MARRON EN BOITE TB COLLECTION;6.0;6.0;30.5;26.0;32.0;;0.0;0.025376
32110001;3118220055759;13118220055756;23118220055753;M16 ORÉE TB COLLECTION ;6.0;6.0;30.5;26.0;32.0;;0.0;0.025376
32210001;3616957761771;03616955895423;03616954320483;COUTEAU OPEN UNI COLOR BLEU 2180C CARREFOUR HOME;240.0;6.0;27.5;25.0;38.0;11.479;0.047829166666666666;0.026125000000000002
32210002;3616957761757;03616955895409;03616954320469;FOURCHETTE OPEN UNI COLOR BLEU 2180C CARREFOUR HOME;240.0;6.0;27.5;25.0;42.0;9.6;0.04;0.028875
32210003;3616957761818;03616955895461;03616954320520;CUILLERE OPEN UNI COLOR BLEU 2180C CARREFOUR HOME;240.0;6.0;32.0;24.0;38.0;12.1;0.050416666666666665;0.029183999999999998
32210004;3616957761795;03616955895447;03616954320506;CAFE OPEN UNI COLOR BLEU 2180C CARREFOUR HOME;240.0;6.0;27.0;20.0;38.0;8.13;0.033875;0.02052
32210005;3616957761764;03616955895416;03616954320476;COUTEAU OPEN UNI COLOR GRIS BLEUTE 432C CARREFOUR HOME;240.0;6.0;27.5;25.0;38.0;11.479;0.047829166666666666;0.026125000000000002
32210006;3616957769142;03616955903036;03616954333414;FOURCHETTE OPEN UNI COLOR GRIS BLEUTE 432C CARREFOUR HOME;240.0;6.0;34.0;25.0;38.0;9.54;0.039749999999999994;0.0323
32210007;3616957761801;03616955895454;03616954320513;CUILLERE OPEN UNI COLOR GRIS BLEUTE 432C CARREFOUR HOME;240.0;6.0;32.0;24.5;37.0;11.949;0.0497875;0.029008
32210008;3616957761788;03616955895430;03616954320490;CAFE OPEN UNI COLOR GRIS BLEUTE 432C CARREFOUR HOME;240.0;6.0;28.0;21.0;38.0;8.135;0.03389583333333333;0.022344000000000003
32210009;3616957761610;03616955895294;03616954320322;COUTEAU OPEN UNI COLOR ROUGE 3517C CARREFOUR HOME;240.0;6.0;27.5;25.0;38.0;11.479;0.047829166666666666;0.026125000000000002
32210010;3616957761603;03616955895287;03616954320315;FOURCHETTE OPEN UNI COLOR ROUGE 3517C CARREFOUR HOME;240.0;6.0;27.5;25.0;42.0;11.48;0.04783333333333333;0.028875
32210011;3616957761634;03616955895317;03616954320346;CUILLERE OPEN UNI COLOR ROUGE 3517C CARREFOUR HOME;240.0;6.0;32.0;25.0;38.0;12.09;0.050374999999999996;0.0304
32210012;3616957761627;03616955895300;03616954320339;CAFE OPEN UNI COLOR ROUGE 3517C CARREFOUR HOME;240.0;6.0;28.0;20.0;40.0;8.295;0.0345625;0.022400000000000003
32210013;3616957761658;03616955895331;03616954320360;COUTEAU OPEN UNI COLOR BEIGE 7529C CARREFOUR HOME;240.0;6.0;27.0;25.0;38.0;11.592;0.0483;0.025650000000000003
32210014;3616957761641;03616955895324;03616954320353;FOURCHETTE OPEN UNI COLOR BEIGE 7529C CARREFOUR HOME;240.0;6.0;32.0;25.0;38.0;9.838;0.04099166666666666;0.0304
32210015;3616957761672;03616955895355;03616954320384;CUILLERE OPEN UNI COLOR BEIGE 7529C CARREFOUR HOME;240.0;6.0;32.0;25.5;38.0;12.396;0.05165;0.031008000000000004
32210016;3616957761665;03616955895348;03616954320377;CAFE OPEN UNI COLOR BEIGE 7529C CARREFOUR HOME;240.0;6.0;29.0;21.0;38.0;8.196;0.03415;0.023142
32210017;3118220048034;13118220048031;23118220048038;COUTEAU OPEN UNI COLOR ROUGE 3517C TB COLLECTION;240.0;6.0;28.0;25.0;38.0;11.497;0.047904166666666664;0.026600000000000002
32210018;3118220048041;13118220048048;23118220048045;FOURCHETTE OPEN UNI COLOR ROUGE 3517C TB COLLECTION;240.0;6.0;33.5;24.5;38.0;9.581;0.03992083333333333;0.0311885
32210019;3118220048058;13118220048055;23118220048052;CUILLERE OPEN UNI COLOR ROUGE 3517C TB COLLECTION;240.0;6.0;32.0;24.5;38.0;12.085;0.05035416666666667;0.029792
32210020;3118220048065;13118220048062;23118220048069;CAFE OPEN UNI COLOR ROUGE 3517C TB COLLECTION;240.0;6.0;27.0;20.0;38.0;8.129;0.03387083333333333;0.02052
32210021;3118220048072;13118220048079;23118220048076;COUTEAU OPEN UNI COLOR BLEU 2180C TB COLLECTION;240.0;6.0;25.0;27.0;38.0;11.796;0.04915;0.025650000000000003
32210022;3118220048089;13118220048086;23118220048083;FOURCHETTE OPEN UNI COLOR BLEU 2180C TB COLLECTION;240.0;6.0;32.0;25.0;38.0;9.577;0.039904166666666664;0.0304
32210023;3118220048096;13118220048093;23118220048090;CUILLERE OPEN UNI COLOR BLEU 2180C TB COLLECTION;240.0;6.0;38.0;28.0;21.0;11.68;0.048666666666666664;0.022344000000000003
32210024;3118220048102;13118220048109;23118220048106;CAFE OPEN UNI COLOR BLEU 2180C TB COLLECTION;240.0;6.0;28.0;20.0;39.0;8.134;0.03389166666666667;0.021840000000000002
32210025;3118220048119;13118220048116;23118220048113;COUTEAU OPEN UNI COLOR GRIS BLEUTE 432C TB COLLECTION;240.0;6.0;28.0;24.0;38.0;11.12;0.04633333333333333;0.025536000000000003
32210026;3118220048126;13118220048123;23118220048120;FOURCHETTE OPEN UNI COLOR GRIS BLEUTE 432C TB COLLECTION;240.0;6.0;33.0;25.0;38.0;9.584;0.039933333333333335;0.03135
32210027;3118220048133;13118220048130;23118220048137;CUILLERE OPEN UNI COLOR GRIS BLEUTE 432C TB COLLECTION;240.0;6.0;32.0;24.5;38.0;12.088;0.050366666666666664;0.029792
32210028;3118220048140;13118220048147;23118220048144;CAFE OPEN UNI COLOR GRIS BLEUTE 432C TB COLLECTION;240.0;6.0;28.0;20.0;39.0;8.23;0.03429166666666667;0.021840000000000002
32210029;3118220048157;13118220048154;23118220048151;COUTEAU OPEN UNI COLOR BEIGE 7529C TB COLLECTION;240.0;6.0;26.0;25.0;38.0;11.505;0.0479375;0.024700000000000003
32210030;3118220048164;13118220048161;23118220048168;FOURCHETTE OPEN UNI COLOR BEIGE 7529C TB COLLECTION;240.0;6.0;33.0;24.5;38.0;9.613;0.04005416666666666;0.030723000000000004
32210031;3118220048171;13118220048178;23118220048175;CUILLERE OPEN UNI COLOR BEIGE 7529C TB COLLECTION;240.0;6.0;33.0;24.5;37.5;12.097;0.05040416666666667;0.030318750000000002
32210032;3118220048188;13118220048185;23118220048182;CAFE OPEN UNI COLOR BEIGE 7529C TB COLLECTION;240.0;6.0;28.0;21.0;40.0;8.235;0.034312499999999996;0.023520000000000003
32210033;3617703024256;03617704528760;03617701359763;COUTEAU OPEN UNI COLOR VERT SAUGE CARREFOUR HOME;240.0;6.0;27.0;25.0;38.0;11.592;0.0483;0.025650000000000003
32210034;3617703024263;03617704528777;03617701359770;FOURCHETTE OPEN UNI COLOR VERT SAUGE CARREFOUR HOME;240.0;6.0;32.0;25.0;38.0;9.838;0.04099166666666666;0.0304
32210035;3617703024270;03617704528784;03617701359787;CUILLERE OPEN UNI COLOR VERT SAUGE CARREFOUR HOME;240.0;6.0;32.0;25.5;38.0;12.396;0.05165;0.031008000000000004
32210036;3617703024287;03617704528791;03617701359794;CAFE OPEN UNI COLOR VERT SAUGE CARREFOUR HOME;240.0;6.0;29.0;21.0;38.0;8.196;0.03415;0.023142
40010001;3118220005556;;;ROULETTE PIZZA CERAMIQUE BLANCHE SOUS BLISTER PEGB COUL PANA;18.0;6.0;19.5;16.0;36.0;2.28;0.12666666666666665;0.011231999999999999
40010002;3118220005914;;;ROULETTE PIZZA CERAMIQUE BLANCHE USA SOUS BLISTER PEGB;18.0;6.0;19.5;16.0;36.0;2.28;0.12666666666666665;0.011231999999999999
40010003;3118220005921;;;ROULETTE PIZZA CERAMIQUE BLANCHE UNION JACK SOUS BLISTER PEG;18.0;6.0;19.5;16.0;36.0;2.28;0.12666666666666665;0.011231999999999999
40010004;3118220006003;;;ROULETTE PIZZA CERAMIQUE BLANCHE BRETAGNE SOUS BLISTER PEGB;18.0;6.0;19.5;16.0;36.0;2.28;0.12666666666666665;0.011231999999999999
40010006;3118220009196;;;ROULETTE PIZZA CERAMIQUE BLANCHE CORSE SOUS BLISTER PEG;18.0;6.0;19.5;16.0;36.0;2.28;0.12666666666666665;0.011231999999999999
40010007;3118220009325;;;ROULETTE PIZZA CERAMIQUE BLANCHE BASQUE SOUS BLISTER PEG;18.0;6.0;19.5;16.0;36.0;2.28;0.12666666666666665;0.011231999999999999
40010010;3118220010369;;;ROULETTE PIZZA CERAMIQUE BLANCHE METALLISE ARGENT BLIST PEG;18.0;6.0;19.5;16.0;36.0;2.28;0.12666666666666665;0.011231999999999999
40010011;3118220010437;;;ROULETTE PIZZA CERAMIQUE BLANCHE METALLISE BRONZE BLIST PEG;18.0;6.0;19.5;16.0;36.0;2.37;0.13166666666666668;0.011231999999999999
40010012;3118220013032;;;ROULETTE PIZZA MANGO CERAMIQUE BLANCHE BLISTER PEG;18.0;6.0;19.5;16.0;36.0;2.28;0.12666666666666665;0.011231999999999999
40010013;3118220013377;;;ROULETTE PIZZA CERAMIQUE TIE AND DIE BLISTER PEGB COUL PANAC;18.0;6.0;19.5;16.0;36.0;2.01;0.11166666666666665;0.011231999999999999
40010014;3118220014060;;;ROULETTE PIZZA CERAMIQUE BLANCHE VENDEE SOUS BLISTER PEG;18.0;6.0;19.5;16.0;36.0;2.28;0.12666666666666665;0.011231999999999999
40020002;3118220009516;13118220009513;23118220009510;COFFRET FOIE GRAS 4 PCES ACIDULE ROUGE;6.0;6.0;30.0;27.5;16.0;3.413;0.5688333333333333;0.0132
40020003;3118220013070;;;6 PICS A BIGORNEAUX ACIDULE COUL ASSSORTIES BLISTER;36.0;6.0;21.5;15.5;18.5;0.846;0.0235;0.0061651250000000005
40020004;3118220013087;;;6 CURETTES A HOMARD ACIDULE COUL ASSSORTIES BLISTER;36.0;6.0;26.0;21.5;25.0;4.696;0.13044444444444445;0.013975
40020005;3118220021631;;;CUILLERE A GLACE LAGUIOLE INTUITION METAL +GENCOD;144.0;12.0;33.5;27.5;31.0;10.914;0.07579166666666666;0.02855875
